iso_3166_1_alpha_3,iso_3166_1_alpha_2,new_confirmed,cumulative_confirmed,date,alpha_3_code,ptdate,stringency_index,country_region_code,mobilitydate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ARE,AE,283,60506,2020-07-31,ARE,2020-07-31,43.52,AE,2020-07-31,-20.25,-11.125,-35.428571428571423,-46.166666666666664,-18.375,8.8571428571428577
ARE,AE,254,60760,2020-08-01,ARE,2020-08-01,43.52,AE,2020-08-01,-10,0,-3.8571428571428568,-45.333333333333336,-49.875,15.428571428571429
ARE,AE,239,60999,2020-08-02,ARE,2020-08-02,43.52,AE,2020-08-02,-5.875,7,-19,-45.285714285714285,-54.375,19.428571428571427
ARE,AE,164,61163,2020-08-03,ARE,2020-08-03,37.96,AE,2020-08-03,-14.999999999999996,-2,-33.714285714285715,-42.333333333333336,-19,10.5
ARE,AE,189,61352,2020-08-04,ARE,2020-08-04,37.96,AE,2020-08-04,-13.5,-1.375,-33.571428571428577,-37.714285714285715,-18.875,10.874999999999998
ARE,AE,254,61606,2020-08-05,ARE,2020-08-05,37.96,AE,2020-08-05,-14.000000000000002,-2.875,-33.857142857142854,-36.999999999999993,-18.624999999999996,10.875
ARE,AE,239,61845,2020-08-06,ARE,2020-08-06,37.96,AE,2020-08-06,-17,-4.9999999999999991,-39.142857142857139,-33.857142857142854,-18.5,12.25
ARE,AE,216,62061,2020-08-07,ARE,2020-08-07,37.96,AE,2020-08-07,-24.625,-14.625,-51.857142857142854,-40.428571428571423,-9.5,10.714285714285715
ARE,AE,239,62300,2020-08-08,ARE,2020-08-08,37.96,AE,2020-08-08,-16.625,-5.125,-36.571428571428577,-41.5,-8,8.1428571428571423
ARE,AE,225,62525,2020-08-09,ARE,2020-08-09,37.96,AE,2020-08-09,-11.375000000000002,1.1102230246251565e-16,-30.142857142857146,-33.142857142857146,-17.624999999999996,9.625
ARE,AE,179,62704,2020-08-10,ARE,2020-08-10,37.96,AE,2020-08-10,-14.125,-2.625,-31.571428571428573,-36,-17.75,9.875
ARE,AE,262,62966,2020-08-11,ARE,2020-08-11,37.96,AE,2020-08-11,-15.125000000000002,-3.625,-33.571428571428577,-38.428571428571423,-18.374999999999996,10
ARE,AE,246,63212,2020-08-12,ARE,2020-08-12,37.96,AE,2020-08-12,-14.5,-4.875,-34.571428571428569,-43,-18.624999999999996,10.25
ARE,AE,277,63489,2020-08-13,ARE,2020-08-13,37.96,AE,2020-08-13,-16.25,-4.75,-36.571428571428569,-43.333333333333336,-18.625,11.75
ARE,AE,330,63819,2020-08-14,ARE,2020-08-14,37.96,AE,2020-08-14,-21.875,-11.75,-49.142857142857146,-41.999999999999993,-10.125,10
ARE,AE,283,64102,2020-08-15,ARE,2020-08-15,37.96,AE,2020-08-15,-16,-5.7499999999999991,-38.285714285714285,-39.5,-8.375,7.8571428571428568
ARE,AE,210,64312,2020-08-16,ARE,2020-08-16,37.96,AE,2020-08-16,-12.999999999999998,-2.375,-31,-37,-18.000000000000004,9.375
ARE,AE,229,64541,2020-08-17,ARE,2020-08-17,37.96,AE,2020-08-17,-14.375,-4.625,-30.857142857142858,-42.333333333333336,-18.375,9.625
ARE,AE,365,64906,2020-08-18,ARE,2020-08-18,37.96,AE,2020-08-18,-14.75,-4.75,-32.571428571428577,-37.571428571428577,-17.25,9.75
ARE,AE,435,65341,2020-08-19,ARE,2020-08-19,37.96,AE,2020-08-19,-13.875,-4.7500000000000009,-32.285714285714285,-38.571428571428569,-18.000000000000004,10
ARE,AE,461,65802,2020-08-20,ARE,2020-08-20,37.96,AE,2020-08-20,-16.625,-6.875,-37.857142857142854,-40.285714285714285,-18.625,11.125
ARE,AE,391,66193,2020-08-21,ARE,2020-08-21,37.96,AE,2020-08-21,-21.5,-13.124999999999998,-47.571428571428577,-46.833333333333336,-11,10.142857142857144
ARE,AE,424,66617,2020-08-22,ARE,2020-08-22,37.96,AE,2020-08-22,-11.625,-5.125,-28.285714285714285,-42.666666666666664,-13,8.1428571428571441
ARE,AE,390,67007,2020-08-23,ARE,2020-08-23,37.96,AE,2020-08-23,-7.375,3.125,-21.142857142857142,-48,-52.499999999999993,19.857142857142858
ARE,AE,275,67282,2020-08-24,ARE,2020-08-24,37.96,AE,2020-08-24,-15.500000000000002,-7.5,-30.285714285714285,-43.333333333333336,-17.125,9.125
ARE,AE,339,67621,2020-08-25,ARE,2020-08-25,37.96,AE,2020-08-25,-12.75,-4.4999999999999991,-29.428571428571431,-41.666666666666664,-18.375,9.375
ARE,AE,399,68020,2020-08-26,ARE,2020-08-26,37.96,AE,2020-08-26,-11.375,-3.875,-28.714285714285715,-37.285714285714285,-17.25,9.5
ARE,AE,491,68511,2020-08-27,ARE,2020-08-27,37.96,AE,2020-08-27,-10.375,-1.5,-32.285714285714285,-41.166666666666664,-17.625,10.125
ARE,AE,390,68901,2020-08-28,ARE,2020-08-28,37.96,AE,2020-08-28,-17.750000000000004,-8.625,-47.571428571428569,-42.428571428571423,-11.25,9.7142857142857153
ARE,AE,427,69328,2020-08-29,ARE,2020-08-29,37.96,AE,2020-08-29,-10.500000000000002,-1.125,-35,-42.666666666666664,-10.625,7.5714285714285712
ARE,AE,362,69690,2020-08-30,ARE,2020-08-30,37.96,AE,2020-08-30,-4.5,5.625,-27.428571428571427,-41,-19.375,8.75
ARE,AE,541,70231,2020-08-31,ARE,2020-08-31,37.96,AE,2020-08-31,-6.5000000000000009,1.625,-26.285714285714288,-38.333333333333336,-20.250000000000004,9.75
ARE,AE,574,70805,2020-09-01,ARE,2020-09-01,36.11,AE,2020-09-01,-6.4999999999999991,2.375,-24.571428571428569,-37.833333333333329,-19.000000000000004,9.25
ARE,AE,735,71540,2020-09-02,ARE,2020-09-02,36.11,AE,2020-09-02,-6.375,0.25,-24.714285714285715,-43,-19,9.125
ARE,AE,614,72154,2020-09-03,ARE,2020-09-03,36.11,AE,2020-09-03,-7.625,1.1249999999999998,-28.571428571428569,-42.833333333333329,-19.375,10.25
ARE,AE,612,72766,2020-09-04,ARE,2020-09-04,36.11,AE,2020-09-04,-11.875,-4.375,-41.142857142857146,-39.285714285714285,-14.25,9.1428571428571441
ARE,AE,705,73471,2020-09-05,ARE,2020-09-05,36.11,AE,2020-09-05,-4.875,1.75,-27.285714285714285,-43.166666666666664,-12.25,7
ARE,AE,513,73984,2020-09-06,ARE,2020-09-06,36.11,AE,2020-09-06,-2.4999999999999996,5.2499999999999991,-22.285714285714285,-42.333333333333329,-19.499999999999996,8.875
ARE,AE,470,74454,2020-09-07,ARE,2020-09-07,36.11,AE,2020-09-07,-5.625,2.1249999999999996,-20.571428571428569,-41.333333333333336,-20,9.125
ARE,AE,644,75098,2020-09-08,ARE,2020-09-08,36.11,AE,2020-09-08,-3.5,4,-21,-40.666666666666671,-20.75,9.125
ARE,AE,883,75981,2020-09-09,ARE,2020-09-09,36.11,AE,2020-09-09,-3.0000000000000004,1.6249999999999998,-19.285714285714288,-36.857142857142854,-19.75,9
ARE,AE,930,76911,2020-09-10,ARE,2020-09-10,36.11,AE,2020-09-10,-2.625,3.75,-21.571428571428573,-39.5,-20.874999999999996,9.875
ARE,AE,931,77842,2020-09-11,ARE,2020-09-11,36.11,AE,2020-09-11,-7.8749999999999982,-2.125,-36.571428571428577,-39.428571428571431,-16.375000000000004,8.5714285714285712
ATG,AG,,,2020-02-15,,,,AG,2020-02-15,-5.5,-0.5,-5,1.3333333333333333,-0.5,3
ATG,AG,,,2020-02-16,,,,AG,2020-02-16,-7.5,-1,-1.5,0.5,0.5,
ATG,AG,,,2020-02-17,,,,AG,2020-02-17,-0.5,-2,1,-5.333333333333333,0.5,3
ATG,AG,,,2020-02-18,,,,AG,2020-02-18,-2,-5.5,5.5,2.3333333333333335,4.5,1
ATG,AG,,,2020-02-19,,,,AG,2020-02-19,-2.5,-1,0.5,1.666666666666667,2,1
ATG,AG,,,2020-02-20,,,,AG,2020-02-20,0.5,-1,1.5,-1.6666666666666667,-1,1
ATG,AG,,,2020-02-21,,,,AG,2020-02-21,-3,2.5,2,-2,-9.6666666666666661,3
ATG,AG,,,2020-02-22,,,,AG,2020-02-22,-6,0,6.5,-1.3333333333333333,3.5,0
ATG,AG,,,2020-02-23,,,,AG,2020-02-23,-1,2.5,10,-11,-3,
ATG,AG,,,2020-02-24,,,,AG,2020-02-24,-6.5,1.5,-2,-5.333333333333333,1,1
ATG,AG,,,2020-02-25,,,,AG,2020-02-25,1.5,1,1,-1.3333333333333333,1.5,1.5
ATG,AG,,,2020-02-26,,,,AG,2020-02-26,-5.5,2,-3,-6.333333333333333,1,2
ATG,AG,,,2020-02-27,,,,AG,2020-02-27,2.5,2.5,0,1.666666666666667,-0.33333333333333326,1
ATG,AG,,,2020-02-28,,,,AG,2020-02-28,4,5.5,4.5,9.6666666666666679,3,0
ATG,AG,,,2020-02-29,,,,AG,2020-02-29,4.5,8,7,7,5.5,-1
ATG,AG,,,2020-03-01,,,,AG,2020-03-01,2.5,10,11,1.5,1,
ATG,AG,,,2020-03-02,,,,AG,2020-03-02,7,7.5,8.5,7.666666666666667,2.5,-0.5
ATG,AG,,,2020-03-03,,,,AG,2020-03-03,6.5,6,5,-1.333333333333333,3.5,1
ATG,AG,,,2020-03-04,,,,AG,2020-03-04,3.5,5,4,-1,2,0
ATG,AG,,,2020-03-05,,,,AG,2020-03-05,4.5,4.5,5.5,0.666666666666667,2,1.5
ATG,AG,,,2020-03-06,,,,AG,2020-03-06,1,9.5,0.5,4.666666666666667,5.5,-0.5
ATG,AG,,,2020-03-07,,,,AG,2020-03-07,0,6.5,5.5,5.666666666666667,6.5,0
ATG,AG,,,2020-03-08,,,,AG,2020-03-08,1.5,4,12,-0.5,2,
ATG,AG,,,2020-03-09,,,,AG,2020-03-09,-4.5,4,2.5,-4.6666666666666661,2.5,0.5
ATG,AG,,,2020-03-10,,,,AG,2020-03-10,3.5,5.5,1.5,-0.66666666666666652,4,1
ATG,AG,,,2020-03-11,,,,AG,2020-03-11,-2,9.5,1.5,-4.6666666666666661,4.5,0
ATG,AG,5,5,2020-03-12,,,,AG,2020-03-12,5.5,15,6.5,-4.333333333333333,2,1
ATG,AG,0,5,2020-03-13,,,,AG,2020-03-13,0,21,0,4,5,0
ATG,AG,0,5,2020-03-14,,,,AG,2020-03-14,-12.5,2.5,-3.5,-8.3333333333333321,0,4
ATG,AG,0,5,2020-03-15,,,,AG,2020-03-15,-13,-1.5,-10,-10.5,-7.5,
ATG,AG,0,5,2020-03-16,,,,AG,2020-03-16,-16,-4,-8.5,-12.333333333333334,-14.5,8.5
ATG,AG,0,5,2020-03-17,,,,AG,2020-03-17,-19.5,-6,-15.5,-17,-14.333333333333334,11
ATG,AG,0,5,2020-03-18,,,,AG,2020-03-18,-20,-7.5,-13.5,-18.666666666666668,-20,9.5
ATG,AG,0,5,2020-03-19,,,,AG,2020-03-19,-18,-3.5,-13.5,-19,-22.666666666666668,12
ATG,AG,0,5,2020-03-20,,,,AG,2020-03-20,-18.5,-1,-16,-17,-20.25,12.5
ATG,AG,0,5,2020-03-21,,,,AG,2020-03-21,-24.5,-0.5,-16,-23.333333333333332,-12.5,
ATG,AG,0,5,2020-03-22,,,,AG,2020-03-22,-36,-18,-26.5,-38.5,-21.5,
ATG,AG,-2,3,2020-03-23,,,,AG,2020-03-23,-23.5,-13.5,-20.5,-26,-27.5,13.5
ATG,AG,0,3,2020-03-24,,,,AG,2020-03-24,-28.5,-8,-29.5,-30.666666666666668,-29.5,16.5
ATG,AG,0,3,2020-03-25,,,,AG,2020-03-25,-21.5,-4.5,-22,-34,-27.25,14
ATG,AG,0,3,2020-03-26,,,,AG,2020-03-26,-24.5,-6.5,-22,-32,-32.75,16.5
ATG,AG,4,7,2020-03-27,,,,AG,2020-03-27,-21,4,-20,-36.333333333333336,-29.75,16.5
ATG,AG,0,7,2020-03-28,,,,AG,2020-03-28,-35,-7,-28,-49.333333333333329,-36.5,
ATG,AG,0,7,2020-03-29,,,,AG,2020-03-29,-47,-21.5,-30,-70.5,-48.5,
ATG,AG,0,7,2020-03-30,,,,AG,2020-03-30,-39,-15,-27.5,-47.333333333333336,-45,23
ATG,AG,0,7,2020-03-31,,,,AG,2020-03-31,-32,0.5,-24,-51.333333333333336,-47.5,22
ATG,AG,0,7,2020-04-01,,,,AG,2020-04-01,-25,12,-15,-45,-54.5,16
ATG,AG,0,7,2020-04-02,,,,AG,2020-04-02,-87,-75.5,-74,-89,-80.75,
ATG,AG,0,7,2020-04-03,,,,AG,2020-04-03,-86.5,-68,-70,-85,-82.75,
ATG,AG,0,7,2020-04-04,,,,AG,2020-04-04,-82,-63,-66,-80.666666666666671,-73,
ATG,AG,0,7,2020-04-05,,,,AG,2020-04-05,-76.5,-56.5,-63.5,-75.5,-65.5,
ATG,AG,8,15,2020-04-06,,,,AG,2020-04-06,-79.5,-58.5,-61,-82.666666666666671,-81,
ATG,AG,0,15,2020-04-07,,,,AG,2020-04-07,-79,-54,-59.5,-83,-79,
ATG,AG,4,19,2020-04-08,,,,AG,2020-04-08,-77.5,-51.5,-60,-79,-79.25,
ATG,AG,0,19,2020-04-09,,,,AG,2020-04-09,-66,-35,-54.5,-72.333333333333329,-76,
ATG,AG,0,19,2020-04-10,,,,AG,2020-04-10,-95.5,-95.5,-80.5,-97,-90.5,
ATG,AG,2,21,2020-04-11,,,,AG,2020-04-11,-71,-47,-54.5,-70,-68,
ATG,AG,0,21,2020-04-12,,,,AG,2020-04-12,-73,-54.5,-58,-71,-65,
ATG,AG,2,23,2020-04-13,,,,AG,2020-04-13,-86,-70.5,-61.5,-89.5,-87.666666666666671,
ATG,AG,0,23,2020-04-14,,,,AG,2020-04-14,-74.5,-52,-57,-80.333333333333329,-74.8,
ATG,AG,0,23,2020-04-15,,,,AG,2020-04-15,-68.5,-48,-57.5,-75,-73.5,
ATG,AG,0,23,2020-04-16,,,,AG,2020-04-16,-68,-49.5,-53,-78,-73.25,
ATG,AG,0,23,2020-04-17,,,,AG,2020-04-17,-66.5,-47.5,-54,-71.333333333333329,-69,
ATG,AG,0,23,2020-04-18,,,,AG,2020-04-18,-72,-50,-52.5,-59.5,-63.5,
ATG,AG,0,23,2020-04-19,,,,AG,2020-04-19,-67.5,-51.5,-53,-72,-59.5,
ATG,AG,0,23,2020-04-20,,,,AG,2020-04-20,-67.5,-51,-47,-75.333333333333329,-68,
ATG,AG,0,23,2020-04-21,,,,AG,2020-04-21,-67,-51,-50.5,-74.333333333333329,-69.25,
ATG,AG,1,24,2020-04-22,,,,AG,2020-04-22,-65,-49.5,-50.5,-73.333333333333329,-66,
ATG,AG,0,24,2020-04-23,,,,AG,2020-04-23,-54,-33.5,-35.5,-72.333333333333329,-64.5,
ATG,AG,0,24,2020-04-24,,,,AG,2020-04-24,-54.5,-35.5,-36.5,-65.666666666666671,-61.75,
ATG,AG,0,24,2020-04-25,,,,AG,2020-04-25,-57,-39.5,-36,-67.333333333333329,-53.5,
ATG,AG,0,24,2020-04-26,,,,AG,2020-04-26,-59.5,-44.5,-39.5,-76,-51.5,
ATG,AG,0,24,2020-04-27,,,,AG,2020-04-27,-50,-39.5,-38,-67.666666666666671,-58,31
ATG,AG,0,24,2020-04-28,,,,AG,2020-04-28,-53,-35.5,-36.5,-68.666666666666671,-57.75,27
ATG,AG,0,24,2020-04-29,,,,AG,2020-04-29,-47.5,-32,-36.5,-69,-56,29
ATG,AG,0,24,2020-04-30,,,,AG,2020-04-30,-41,-29,-36,-70.666666666666671,-55.5,29
ATG,AG,0,24,2020-05-01,,,,AG,2020-05-01,-43.5,-28,-32.5,-65,-54.5,29
ATG,AG,0,24,2020-05-02,,,,AG,2020-05-02,-49.5,-31,-31,-69,-46,
ATG,AG,1,25,2020-05-03,,,,AG,2020-05-03,-54.5,-32.5,-38,-71,-49.5,
ATG,AG,0,25,2020-05-04,,,,AG,2020-05-04,-72.5,-58,-37.5,-88.5,-81.666666666666671,
ATG,AG,0,25,2020-05-05,,,,AG,2020-05-05,-41,-26,-31.5,-67,-52,28
ATG,AG,0,25,2020-05-06,,,,AG,2020-05-06,-38,-20.5,-25.5,-63.333333333333336,-52,29
ATG,AG,0,25,2020-05-07,,,,AG,2020-05-07,-38,-26,-28.5,-63.666666666666664,-52.5,31
ATG,AG,0,25,2020-05-08,,,,AG,2020-05-08,-38,-23,-24.5,-58.333333333333336,-48.5,28
ATG,AG,0,25,2020-05-09,,,,AG,2020-05-09,-40.5,-24.5,-23,-62.666666666666664,-44.5,
ATG,AG,0,25,2020-05-10,,,,AG,2020-05-10,-46,-27.5,-25,-79.5,-43.5,
ATG,AG,0,25,2020-05-11,,,,AG,2020-05-11,-37.5,-31,-26.5,-62.666666666666664,-48.25,27
ATG,AG,0,25,2020-05-12,,,,AG,2020-05-12,-38,-28.5,-28,-66.666666666666671,-47.25,26
ATG,AG,0,25,2020-05-13,,,,AG,2020-05-13,-41.5,-29.5,-26.5,-63,-48.25,26
ATG,AG,0,25,2020-05-14,,,,AG,2020-05-14,-36,-23.5,-20.5,-61.666666666666664,-48.75,25
ATG,AG,0,25,2020-05-15,,,,AG,2020-05-15,-33,-20,-17,-54.666666666666664,-44.5,26
ATG,AG,0,25,2020-05-16,,,,AG,2020-05-16,-39,-23,-16,-56.333333333333329,-38,
ATG,AG,0,25,2020-05-17,,,,AG,2020-05-17,-41,-32,-15,-66.666666666666671,-40,
ATG,AG,0,25,2020-05-18,,,,AG,2020-05-18,-34,-24.5,-18,-55.333333333333336,-43,23
ATG,AG,0,25,2020-05-19,,,,AG,2020-05-19,-37,-22,-21,-63.333333333333336,-46,27
ATG,AG,0,25,2020-05-20,,,,AG,2020-05-20,-36,-22,-20.5,-59.666666666666664,-42.25,24
ATG,AG,0,25,2020-05-21,,,,AG,2020-05-21,-34.5,-22.5,-19.5,-62.333333333333329,-41.75,26
ATG,AG,0,25,2020-05-22,,,,AG,2020-05-22,-34.5,-19,-16,-51.666666666666664,-39.5,22
ATG,AG,0,25,2020-05-23,,,,AG,2020-05-23,-36.5,-18,-16,-57.666666666666664,-35.5,
ATG,AG,0,25,2020-05-24,,,,AG,2020-05-24,-36,-29,-10,-69.333333333333329,-40.5,
ATG,AG,0,25,2020-05-25,,,,AG,2020-05-25,-32.5,-23.5,-13.5,-53.333333333333329,-39,22
ATG,AG,0,25,2020-05-26,,,,AG,2020-05-26,-34.5,-24.5,-19.5,-58.666666666666664,-37.25,23
ATG,AG,0,25,2020-05-27,,,,AG,2020-05-27,-31.5,-20.5,-17,-57,-34.75,22
ATG,AG,0,25,2020-05-28,,,,AG,2020-05-28,-29,-18,-18,-57.666666666666664,-37.75,22
ATG,AG,0,25,2020-05-29,,,,AG,2020-05-29,-25,-10.5,-11.5,-50,-34,22
ATG,AG,0,25,2020-05-30,,,,AG,2020-05-30,-28,-11.5,-6.5,-49.333333333333329,-30,
ATG,AG,0,25,2020-05-31,,,,AG,2020-05-31,-34.5,-17.5,-11.5,-74.5,-35,
ATG,AG,0,25,2020-06-01,,,,AG,2020-06-01,-62,-45.5,-17,-83.666666666666671,-74.25,
ATG,AG,0,25,2020-06-02,,,,AG,2020-06-02,-21,-12.5,-15.5,-52,-31.75,20
ATG,AG,0,25,2020-06-03,,,,AG,2020-06-03,-24,-15.5,-18.5,-50.333333333333336,-32.25,18
ATG,AG,0,25,2020-06-04,,,,AG,2020-06-04,-25.5,-15.5,-21,-52.666666666666664,-32,19.5
ATG,AG,0,25,2020-06-05,,,,AG,2020-06-05,-28.5,-14.5,-12.5,-47.666666666666664,-31.5,19
ATG,AG,0,25,2020-06-06,,,,AG,2020-06-06,-34.5,-17.5,-12.5,-48.666666666666664,-26,
ATG,AG,0,25,2020-06-07,,,,AG,2020-06-07,-36.5,-23.5,-4.5,-65.5,-29.5,
ATG,AG,0,25,2020-06-08,,,,AG,2020-06-08,-29.5,-22.5,-12.5,-44.666666666666664,-34,17.5
ATG,AG,0,25,2020-06-09,,,,AG,2020-06-09,-35.5,-21.5,-20,-49,-31,20
ATG,AG,0,25,2020-06-10,,,,AG,2020-06-10,-33,-24.5,-22,-53,-32.25,20.5
ATG,AG,0,25,2020-06-11,,,,AG,2020-06-11,-28.5,-19.5,-13,-50.333333333333336,-34.25,20
ATG,AG,0,25,2020-06-12,,,,AG,2020-06-12,-24.5,-14,-7,-45.333333333333336,-31.5,17.5
ATG,AG,1,26,2020-06-13,,,,AG,2020-06-13,-28,-16,-7,-44.333333333333329,-27,
ATG,AG,0,26,2020-06-14,,,,AG,2020-06-14,-30,-27,-4,-67.5,-22,
ATG,AG,0,26,2020-06-15,,,,AG,2020-06-15,-26,-20.5,-6,-44.666666666666664,-31.75,16.5
ATG,AG,0,26,2020-06-16,,,,AG,2020-06-16,-29.5,-20.5,-14.5,-46.333333333333336,-29.5,18
ATG,AG,0,26,2020-06-17,,,,AG,2020-06-17,-30,-20.5,-9.5,-52,-32.75,17
ATG,AG,0,26,2020-06-18,,,,AG,2020-06-18,-28,-22,-14,-52.333333333333336,-32.25,20
ATG,AG,0,26,2020-06-19,,,,AG,2020-06-19,-26.5,-12.5,-7.5,-43.666666666666664,-29.75,18
ATG,AG,0,26,2020-06-20,,,,AG,2020-06-20,-29,-11.5,-2.5,-47.333333333333329,-23.5,
ATG,AG,0,26,2020-06-21,,,,AG,2020-06-21,-35.5,-21,-0.5,-64,-24.5,
ATG,AG,0,26,2020-06-22,,,,AG,2020-06-22,-30.5,-24.5,-10,-51.333333333333336,-33.25,18
ATG,AG,0,26,2020-06-23,,,,AG,2020-06-23,-31,-22,-10.5,-50.333333333333336,-34.25,19
ATG,AG,0,26,2020-06-24,,,,AG,2020-06-24,-28.5,-19.5,-11,-47.333333333333336,-32,16.5
ATG,AG,0,26,2020-06-25,,,,AG,2020-06-25,-29.5,-22,-15,-51,-35.25,17.5
ATG,AG,0,26,2020-06-26,,,,AG,2020-06-26,-25.5,-16,-10.5,-42.666666666666664,-30.5,17
ATG,AG,0,26,2020-06-27,,,,AG,2020-06-27,-28.5,-14.5,-7.5,-46,-24.5,
ATG,AG,39,65,2020-06-28,,,,AG,2020-06-28,-32.5,-20.5,-1.5,-62,-26.5,
ATG,AG,0,65,2020-06-29,,,,AG,2020-06-29,-21.5,-18,-2.5,-45,-35.5,14.5
ATG,AG,1,66,2020-06-30,,,,AG,2020-06-30,-19.5,-12.5,-8,-50.333333333333336,-32.5,16
ATG,AG,0,66,2020-07-01,,,,AG,2020-07-01,-22.5,-11,-10,-45.666666666666664,-32,16.5
ATG,AG,2,68,2020-07-02,,,,AG,2020-07-02,-20,-13,-9,-48,-34.25,18
ATG,AG,0,68,2020-07-03,,,,AG,2020-07-03,-19.5,-9.5,-2.5,-38.333333333333336,-30.75,17
ATG,AG,0,68,2020-07-04,,,,AG,2020-07-04,-24.5,-14,-5.5,-44.666666666666664,-22.5,
ATG,AG,0,68,2020-07-05,,,,AG,2020-07-05,-26.5,-23,-1,-59.5,-24.5,
ATG,AG,0,68,2020-07-06,,,,AG,2020-07-06,-19,-18,-6,-46.666666666666664,-35.25,16
ATG,AG,2,70,2020-07-07,,,,AG,2020-07-07,-27.5,-19.5,-20,-51.666666666666664,-34.75,19
ATG,AG,0,70,2020-07-08,,,,AG,2020-07-08,-26,-19.5,-13,-50.666666666666664,-32.75,17
ATG,AG,3,73,2020-07-09,,,,AG,2020-07-09,-22.5,-17.5,-12,-44.666666666666664,-31.25,18
ATG,AG,0,73,2020-07-10,,,,AG,2020-07-10,-21.5,-12,-5.5,-44,-30,17
ATG,AG,1,74,2020-07-11,,,,AG,2020-07-11,-29.5,-16.5,-12,-48.666666666666664,-24.5,
ATG,AG,0,74,2020-07-12,,,,AG,2020-07-12,-32.5,-26.5,-8.5,-60,-27.5,
ATG,AG,0,74,2020-07-13,,,,AG,2020-07-13,-24.5,-20,-2,-50.333333333333336,-33.5,17
ATG,AG,0,74,2020-07-14,,,,AG,2020-07-14,-26.5,-21,-10.5,-55.666666666666664,-34.25,18
ATG,AG,0,74,2020-07-15,,,,AG,2020-07-15,-21.5,-14,-7,-54,-33.25,17
ATG,AG,0,74,2020-07-16,,,,AG,2020-07-16,-19.5,-13.5,-7.5,-49.666666666666664,-34.5,18.5
ATG,AG,0,74,2020-07-17,,,,AG,2020-07-17,-19,-13.5,-3.5,-45.666666666666664,-28.5,16
ATG,AG,2,76,2020-07-18,,,,AG,2020-07-18,-29,-15.5,-3.5,-44.333333333333329,-22.5,
ATG,AG,0,76,2020-07-19,,,,AG,2020-07-19,-27.5,-25,-5.5,-65,-25.5,
ATG,AG,0,76,2020-07-20,,,,AG,2020-07-20,-24.5,-18,-5.5,-45,-33.5,15
ATG,AG,0,76,2020-07-21,,,,AG,2020-07-21,-29.5,-25,-9.5,-52,-34.5,19
ATG,AG,0,76,2020-07-22,,,,AG,2020-07-22,-27,-20,-12.5,-52.333333333333336,-34.25,18.5
ATG,AG,0,76,2020-07-23,,,,AG,2020-07-23,-29,-22,-19.5,-54.666666666666664,-36.5,21
ATG,AG,0,76,2020-07-24,,,,AG,2020-07-24,-22.5,-13,-11,-48,-31,18
ATG,AG,6,82,2020-07-25,,,,AG,2020-07-25,-24,-15,-9,-40.666666666666664,-22.5,
ATG,AG,0,82,2020-07-26,,,,AG,2020-07-26,-32.5,-24,-5.5,-61,-25,
ATG,AG,0,82,2020-07-27,,,,AG,2020-07-27,-26.5,-18,-12,-50.333333333333336,-36.75,18
ATG,AG,4,86,2020-07-28,,,,AG,2020-07-28,-19.5,1,-10,-51.333333333333336,-35,13
ATG,AG,0,86,2020-07-29,,,,AG,2020-07-29,-75.5,-56.5,-50.5,-80.5,-78.25,
ATG,AG,5,91,2020-07-30,,,,AG,2020-07-30,-20,-15,-18.5,-50.333333333333336,-36,17.5
ATG,AG,0,91,2020-07-31,,,,AG,2020-07-31,-12.5,-3,-2,-43,-32,12.5
ATG,AG,0,91,2020-08-01,,,,AG,2020-08-01,-15,-6.5,-6.5,-38.333333333333329,-20,
ATG,AG,0,91,2020-08-02,,,,AG,2020-08-02,-19,-8,-5,-48.5,-26,
ATG,AG,0,91,2020-08-03,,,,AG,2020-08-03,-55.5,-41,-7,-76.333333333333329,-73.5,
ATG,AG,1,92,2020-08-04,,,,AG,2020-08-04,-51.5,-39.5,-17.5,-75.333333333333329,-72.25,
ATG,AG,0,92,2020-08-05,,,,AG,2020-08-05,-10.5,-3,-12,-41,-33.75,12
ATG,AG,0,92,2020-08-06,,,,AG,2020-08-06,-11.5,-7,-9.5,-35.333333333333336,-34.75,14
ATG,AG,0,92,2020-08-07,,,,AG,2020-08-07,-18,-10,-6,-41.333333333333336,-33.25,14.5
ATG,AG,0,92,2020-08-08,,,,AG,2020-08-08,-20.5,-12.5,-1.5,-40.666666666666664,-18.5,
ATG,AG,0,92,2020-08-09,,,,AG,2020-08-09,-22.5,-18.5,-4.5,-52,-23,
ATG,AG,0,92,2020-08-10,,,,AG,2020-08-10,-18.5,-15.5,-7,-43.333333333333329,-37,14
ATG,AG,0,92,2020-08-11,,,,AG,2020-08-11,-25.5,-18.5,-10.5,-47.333333333333336,-35.75,16.5
ATG,AG,0,92,2020-08-12,,,,AG,2020-08-12,-19.5,-16.5,-10.5,-52,-34.75,12
ATG,AG,0,92,2020-08-13,,,,AG,2020-08-13,-17,-14.5,-6.5,-48.666666666666664,-34.75,14.5
ATG,AG,1,93,2020-08-14,,,,AG,2020-08-14,-20,-8,-4,-43.333333333333336,-31.25,13
ATG,AG,0,93,2020-08-15,,,,AG,2020-08-15,-23.5,-15.5,-5.5,-44.666666666666664,-21.5,
